Invoice_ID,Invoice_Date,Due_Date,Customer_ID,Department_ID,Invoice_Category,Invoice_Amount,Paid_Amount,Outstanding_Amount,Payment_Status,Region_ID
INV-009632,2026-06-20,2026-08-19,CUS-00469,DEP-010,Subscription,18833.24,0.0,18833.24,Pending,REG-07
INV-010159,2026-06-20,2026-07-20,CUS-01988,DEP-003,Other Revenue,9597.08,9597.08,0.0,Paid,REG-04
INV-011078,2026-06-20,2026-08-19,CUS-01840,DEP-007,Implementation,29483.76,8214.09,21269.67,Partially Paid,REG-07
INV-012043,2026-06-20,2026-07-20,CUS-00871,DEP-008,Support,8071.91,1614.38,6457.53,Overdue,REG-03
INV-012374,2026-06-20,2026-07-05,CUS-00878,DEP-001,Other Revenue,7398.34,5868.24,1530.1,Partially Paid,REG-03
INV-012819,2026-06-20,2026-07-20,CUS-00099,DEP-006,Subscription,14927.34,14927.34,0.0,Paid,REG-03
INV-012889,2026-06-20,2026-07-20,CUS-01874,DEP-004,Product Sales,3274.54,327.45,2947.09,Pending,REG-01
INV-013213,2026-06-20,2026-07-20,CUS-01218,DEP-002,Implementation,3328.57,852.7,2475.87,Partially Paid,REG-01
INV-013599,2026-06-20,2026-07-20,CUS-00793,DEP-003,Product Sales,31812.11,12774.78,19037.33,Partially Paid,REG-07
INV-014999,2026-06-20,2026-07-20,CUS-00978,DEP-005,Maintenance,65690.5,65690.5,0.0,Paid,REG-07
INV-000145,2026-06-21,2026-07-06,CUS-01220,DEP-010,Product Sales,22935.44,22935.44,0.0,Paid,REG-04
INV-000374,2026-06-21,2026-07-21,CUS-01284,DEP-004,Consulting,19165.67,14680.53,4485.14,Partially Paid,REG-08
INV-000741,2026-06-21,2026-07-21,CUS-01992,DEP-004,Subscription,21486.98,18021.36,3465.62,Partially Paid,REG-07
INV-000994,2026-06-21,2026-07-21,CUS-00552,DEP-007,Consulting,19110.12,19110.12,0.0,Paid,REG-07
INV-001260,2026-06-21,2026-07-21,CUS-01771,DEP-006,Subscription,11906.09,0.0,11906.09,Cancelled,REG-08
INV-002681,2026-06-21,2026-07-21,CUS-00034,DEP-002,Support,6457.14,6457.14,0.0,Paid,REG-03
INV-002881,2026-06-21,2026-07-06,CUS-00061,DEP-006,Maintenance,6965.87,6965.87,0.0,Paid,REG-02
INV-003379,2026-06-21,2026-07-21,CUS-01689,DEP-008,Support,3352.56,3352.56,0.0,Paid,REG-04
INV-003396,2026-06-21,2026-07-21,CUS-00432,DEP-008,Subscription,28283.74,28283.74,0.0,Paid,REG-03
INV-003925,2026-06-21,2026-08-20,CUS-01869,DEP-006,Maintenance,23619.67,4723.93,18895.74,Overdue,REG-08
INV-004334,2026-06-21,2026-08-05,CUS-00711,DEP-008,Maintenance,25280.93,25280.93,0.0,Paid,REG-07
INV-005783,2026-06-21,2026-07-21,CUS-00835,DEP-005,Product Sales,19980.26,19980.26,0.0,Paid,REG-02
INV-006036,2026-06-21,2026-08-05,CUS-00237,DEP-004,Support,22429.8,22429.8,0.0,Paid,REG-08
INV-006058,2026-06-21,2026-07-21,CUS-00099,DEP-008,Support,13111.55,7358.71,5752.84,Partially Paid,REG-05
INV-006610,2026-06-21,2026-07-21,CUS-00933,DEP-008,Support,11040.26,11040.26,0.0,Paid,REG-06
INV-007688,2026-06-21,2026-07-06,CUS-01215,DEP-007,Other Revenue,34741.59,34741.59,0.0,Paid,REG-08
INV-008514,2026-06-21,2026-07-21,CUS-01331,DEP-004,Maintenance,9880.86,9880.86,0.0,Paid,REG-08
INV-009634,2026-06-21,2026-08-05,CUS-01738,DEP-006,Consulting,32401.07,26880.69,5520.38,Partially Paid,REG-07
INV-009963,2026-06-21,2026-08-20,CUS-00287,DEP-007,Product Sales,27546.39,0.0,27546.39,Overdue,REG-07
INV-010039,2026-06-21,2026-07-21,CUS-01016,DEP-004,Maintenance,14177.2,14177.2,0.0,Paid,REG-06
INV-010546,2026-06-21,2026-07-06,CUS-01381,DEP-003,Implementation,67496.12,0.0,67496.12,Pending,REG-01
INV-011090,2026-06-21,2026-07-21,CUS-00377,DEP-007,Support,17157.74,0.0,17157.74,Overdue,REG-06
INV-011262,2026-06-21,2026-07-06,CUS-00028,DEP-008,Consulting,37230.84,0.0,37230.84,Pending,REG-07
INV-012282,2026-06-21,2026-07-21,CUS-00516,DEP-004,Maintenance,19837.07,19837.07,0.0,Paid,REG-04
INV-012731,2026-06-21,2026-07-21,CUS-00017,DEP-001,Other Revenue,4791.74,479.17,4312.57,Overdue,REG-07
INV-014911,2026-06-21,2026-07-21,CUS-00134,DEP-004,Product Sales,2502.97,500.59,2002.38,Pending,REG-01
INV-014958,2026-06-21,2026-07-21,CUS-00281,DEP-004,Subscription,67022.44,67022.44,0.0,Paid,REG-07
INV-001651,2026-06-22,2026-08-06,CUS-00336,DEP-006,Consulting,50393.44,50393.44,0.0,Paid,REG-02
INV-002306,2026-06-22,2026-07-22,CUS-00185,DEP-001,Other Revenue,49973.34,49973.34,0.0,Paid,REG-08
INV-002795,2026-06-22,2026-08-21,CUS-00346,DEP-002,Consulting,7469.65,7469.65,0.0,Paid,REG-07
INV-002952,2026-06-22,2026-07-22,CUS-01758,DEP-006,Consulting,21810.88,21810.88,0.0,Paid,REG-01
INV-003122,2026-06-22,2026-07-07,CUS-01453,DEP-005,Implementation,6027.43,6027.43,0.0,Paid,REG-08
INV-004285,2026-06-22,2026-07-22,CUS-01620,DEP-008,Other Revenue,5748.95,5748.95,0.0,Paid,REG-07
INV-004971,2026-06-22,2026-08-06,CUS-00675,DEP-008,Service Revenue,37857.7,37857.7,0.0,Paid,REG-02
INV-006352,2026-06-22,2026-07-22,CUS-00760,DEP-009,Service Revenue,21993.74,0.0,21993.74,Overdue,REG-04
INV-006407,2026-06-22,2026-08-06,CUS-01181,DEP-003,Subscription,9858.4,9858.4,0.0,Paid,REG-08
INV-006581,2026-06-22,2026-08-21,CUS-00283,DEP-006,Maintenance,2952.83,2952.83,0.0,Paid,REG-02
INV-008158,2026-06-22,2026-07-22,CUS-01550,DEP-002,Other Revenue,7828.48,5137.61,2690.87,Partially Paid,REG-07
INV-009357,2026-06-22,2026-07-22,CUS-00451,DEP-006,Other Revenue,5027.27,5027.27,0.0,Paid,REG-06
INV-009696,2026-06-22,2026-07-22,CUS-01131,DEP-004,Implementation,5489.37,548.94,4940.43,Pending,REG-05
INV-009759,2026-06-22,2026-07-22,CUS-01263,DEP-010,Product Sales,26811.31,26811.31,0.0,Paid,REG-08
INV-010243,2026-06-22,2026-07-07,CUS-01130,DEP-003,Consulting,28671.8,0.0,28671.8,Overdue,REG-03
INV-011049,2026-06-22,2026-07-22,CUS-00821,DEP-003,Other Revenue,17850.11,7866.04,9984.07,Partially Paid,REG-03
INV-012976,2026-06-22,2026-07-07,CUS-00091,DEP-003,Maintenance,16137.53,16137.53,0.0,Paid,REG-03
INV-014040,2026-06-22,2026-08-21,CUS-01998,DEP-002,Other Revenue,10222.79,10222.79,0.0,Paid,REG-07
INV-014844,2026-06-22,2026-08-06,CUS-01903,DEP-008,Support,25097.33,25097.33,0.0,Paid,REG-08
INV-000887,2026-06-23,2026-07-23,CUS-00879,DEP-004,Implementation,11219.02,11219.02,0.0,Paid,REG-08
INV-001005,2026-06-23,2026-07-23,CUS-00888,DEP-005,Implementation,15162.02,0.0,15162.02,Overdue,REG-02
INV-001011,2026-06-23,2026-07-23,CUS-01573,DEP-004,Product Sales,25008.07,25008.07,0.0,Paid,REG-04
INV-001112,2026-06-23,2026-08-07,CUS-00034,DEP-004,Product Sales,68223.53,68223.53,0.0,Paid,REG-05
INV-001691,2026-06-23,2026-07-08,CUS-00144,DEP-002,Support,75605.39,0.0,75605.39,Overdue,REG-05
INV-002489,2026-06-23,2026-07-23,CUS-01646,DEP-004,Maintenance,5802.11,3660.61,2141.5,Partially Paid,REG-07
INV-004273,2026-06-23,2026-07-23,CUS-01061,DEP-008,Support,27844.4,27844.4,0.0,Paid,REG-07
INV-005841,2026-06-23,2026-07-23,CUS-00289,DEP-006,Implementation,12237.69,6421.36,5816.33,Partially Paid,REG-03
INV-005852,2026-06-23,2026-07-23,CUS-00676,DEP-006,Other Revenue,28072.24,28072.24,0.0,Paid,REG-06
INV-007613,2026-06-23,2026-08-07,CUS-01837,DEP-008,Service Revenue,40377.59,0.0,40377.59,Pending,REG-01
INV-007819,2026-06-23,2026-07-23,CUS-01897,DEP-003,Consulting,21997.03,21997.03,0.0,Paid,REG-02
INV-007931,2026-06-23,2026-07-23,CUS-00880,DEP-010,Implementation,24288.92,24288.92,0.0,Paid,REG-01
INV-009674,2026-06-23,2026-07-23,CUS-00270,DEP-005,Maintenance,9193.98,9193.98,0.0,Paid,REG-07
INV-010247,2026-06-23,2026-07-23,CUS-01403,DEP-001,Support,21358.72,10650.39,10708.33,Partially Paid,REG-08
INV-010263,2026-06-23,2026-07-23,CUS-00294,DEP-010,Implementation,10047.11,6361.08,3686.03,Partially Paid,REG-08
INV-010304,2026-06-23,2026-07-23,CUS-00397,DEP-003,Other Revenue,74879.02,74879.02,0.0,Paid,REG-06
INV-011177,2026-06-23,2026-07-23,CUS-01876,DEP-008,Maintenance,19799.34,19799.34,0.0,Paid,REG-03
INV-012361,2026-06-23,2026-07-08,CUS-01054,DEP-004,Service Revenue,9245.66,0.0,9245.66,Overdue,REG-03
INV-013236,2026-06-23,2026-07-23,CUS-00982,DEP-008,Implementation,4348.94,0.0,4348.94,Overdue,REG-03
INV-013278,2026-06-23,2026-08-07,CUS-00876,DEP-005,Other Revenue,10480.32,10480.32,0.0,Paid,REG-06
INV-013553,2026-06-23,2026-08-22,CUS-00251,DEP-003,Other Revenue,69319.84,0.0,69319.84,Pending,REG-06
INV-001281,2026-06-24,2026-07-24,CUS-01593,DEP-008,Product Sales,44570.74,0.0,44570.74,Pending,REG-07
INV-002257,2026-06-24,2026-08-08,CUS-01624,DEP-001,Product Sales,58140.74,0.0,58140.74,Pending,REG-04
INV-003148,2026-06-24,2026-07-09,CUS-01807,DEP-009,Implementation,23579.08,23579.08,0.0,Paid,REG-07
INV-003749,2026-06-24,2026-07-24,CUS-00225,DEP-002,Consulting,27362.27,27362.27,0.0,Paid,REG-07
INV-005155,2026-06-24,2026-07-09,CUS-01579,DEP-005,Product Sales,179984.2,179984.2,0.0,Paid,REG-02
INV-005598,2026-06-24,2026-08-23,CUS-01241,DEP-001,Implementation,3820.45,3820.45,0.0,Paid,REG-08
INV-006570,2026-06-24,2026-07-24,CUS-00932,DEP-007,Maintenance,18851.33,0.0,18851.33,Pending,REG-03
INV-006814,2026-06-24,2026-08-08,CUS-00017,DEP-005,Support,48659.58,34828.48,13831.1,Partially Paid,REG-02
INV-007996,2026-06-24,2026-07-24,CUS-00221,DEP-002,Product Sales,49025.35,49025.35,0.0,Paid,REG-05
INV-008330,2026-06-24,2026-07-24,CUS-00681,DEP-004,Other Revenue,69443.42,25749.99,43693.43,Partially Paid,REG-06
INV-008543,2026-06-24,2026-07-24,CUS-01263,DEP-002,Implementation,18215.38,18215.38,0.0,Paid,REG-07
INV-008622,2026-06-24,2026-08-08,CUS-01760,DEP-005,Service Revenue,9754.7,975.47,8779.23,Overdue,REG-04
INV-008762,2026-06-24,2026-08-08,CUS-01387,DEP-009,Other Revenue,15466.88,0.0,15466.88,Overdue,REG-07
INV-009011,2026-06-24,2026-07-24,CUS-01543,DEP-007,Subscription,18996.1,18996.1,0.0,Paid,REG-02
INV-009191,2026-06-24,2026-07-24,CUS-01417,DEP-007,Product Sales,25437.86,25437.86,0.0,Paid,REG-04
INV-010068,2026-06-24,2026-07-09,CUS-01309,DEP-001,Support,13843.39,13843.39,0.0,Paid,REG-08
INV-010414,2026-06-24,2026-07-24,CUS-01112,DEP-006,Other Revenue,16962.04,16962.04,0.0,Paid,REG-04
INV-011191,2026-06-24,2026-07-24,CUS-01082,DEP-006,Consulting,19611.05,19611.05,0.0,Paid,REG-06
INV-012472,2026-06-24,2026-07-24,CUS-00354,DEP-001,Consulting,44682.33,44682.33,0.0,Paid,REG-06
INV-012658,2026-06-24,2026-07-24,CUS-01160,DEP-002,Implementation,24238.72,24238.72,0.0,Paid,REG-04
INV-013353,2026-06-24,2026-07-24,CUS-00666,DEP-004,Implementation,14147.34,9656.22,4491.12,Partially Paid,REG-04
INV-014608,2026-06-24,2026-07-24,CUS-00192,DEP-009,Maintenance,20998.51,20998.51,0.0,Paid,REG-07
INV-014629,2026-06-24,2026-07-24,CUS-01991,DEP-006,Implementation,17487.58,0.0,17487.58,Overdue,REG-03
INV-000462,2026-06-25,2026-08-09,CUS-00376,DEP-005,Implementation,18458.9,0.0,18458.9,Cancelled,REG-07
INV-001047,2026-06-25,2026-07-25,CUS-01777,DEP-007,Implementation,12045.08,12045.08,0.0,Paid,REG-05
INV-001342,2026-06-25,2026-07-10,CUS-01822,DEP-002,Product Sales,4374.37,4374.37,0.0,Paid,REG-06
INV-002310,2026-06-25,2026-07-25,CUS-00848,DEP-002,Implementation,4847.03,4847.03,0.0,Paid,REG-04
INV-003187,2026-06-25,2026-07-25,CUS-01590,DEP-004,Implementation,60986.57,17006.25,43980.32,Partially Paid,REG-07
INV-004179,2026-06-25,2026-07-25,CUS-00574,DEP-009,Subscription,29163.09,0.0,29163.09,Pending,REG-04
INV-005524,2026-06-25,2026-08-24,CUS-01861,DEP-007,Service Revenue,16524.75,0.0,16524.75,Pending,REG-03
INV-006045,2026-06-25,2026-07-25,CUS-00854,DEP-001,Consulting,14837.91,0.0,14837.91,Pending,REG-07
INV-006316,2026-06-25,2026-07-25,CUS-01747,DEP-002,Subscription,15117.07,15117.07,0.0,Paid,REG-08
INV-007264,2026-06-25,2026-07-25,CUS-01530,DEP-008,Support,23676.25,23676.25,0.0,Paid,REG-08
INV-009347,2026-06-25,2026-07-25,CUS-01650,DEP-007,Implementation,12113.65,12113.65,0.0,Paid,REG-08
INV-009833,2026-06-25,2026-07-25,CUS-00048,DEP-007,Implementation,9521.38,9521.38,0.0,Paid,REG-02
INV-011082,2026-06-25,2026-07-25,CUS-00499,DEP-009,Service Revenue,8732.33,8732.33,0.0,Paid,REG-03
INV-012945,2026-06-25,2026-07-25,CUS-00337,DEP-010,Consulting,30945.8,30945.8,0.0,Paid,REG-02
INV-013266,2026-06-25,2026-08-09,CUS-00206,DEP-003,Support,11325.15,1132.52,10192.63,Overdue,REG-08
INV-000962,2026-06-26,2026-07-26,CUS-01442,DEP-003,Product Sales,37744.69,30118.69,7626.0,Partially Paid,REG-02
INV-001275,2026-06-26,2026-07-26,CUS-00857,DEP-007,Subscription,19018.84,19018.84,0.0,Paid,REG-08
INV-001345,2026-06-26,2026-07-26,CUS-00996,DEP-006,Support,23195.72,23195.72,0.0,Paid,REG-03
INV-001813,2026-06-26,2026-08-10,CUS-01936,DEP-001,Consulting,95792.02,95792.02,0.0,Paid,REG-06
INV-002602,2026-06-26,2026-07-26,CUS-00803,DEP-005,Consulting,73850.48,33232.37,40618.11,Partially Paid,REG-01
INV-003072,2026-06-26,2026-08-10,CUS-01435,DEP-008,Implementation,8481.29,1696.26,6785.03,Pending,REG-07
INV-003091,2026-06-26,2026-07-26,CUS-01151,DEP-002,Service Revenue,32469.5,0.0,32469.5,Overdue,REG-01
INV-003799,2026-06-26,2026-08-10,CUS-00305,DEP-010,Implementation,16795.85,16795.85,0.0,Paid,REG-06
INV-005198,2026-06-26,2026-07-26,CUS-00330,DEP-006,Maintenance,34598.43,34598.43,0.0,Paid,REG-07
INV-005443,2026-06-26,2026-07-26,CUS-01660,DEP-003,Implementation,80399.3,80399.3,0.0,Paid,REG-04
INV-008047,2026-06-26,2026-07-11,CUS-01829,DEP-008,Implementation,30376.74,30376.74,0.0,Paid,REG-01
INV-008274,2026-06-26,2026-07-11,CUS-01758,DEP-002,Service Revenue,9866.7,0.0,9866.7,Cancelled,REG-01
INV-012371,2026-06-26,2026-07-26,CUS-01554,DEP-002,Other Revenue,26481.87,0.0,26481.87,Pending,REG-07
INV-012808,2026-06-26,2026-07-26,CUS-01984,DEP-007,Other Revenue,59313.21,59313.21,0.0,Paid,REG-06
INV-014250,2026-06-26,2026-07-26,CUS-01485,DEP-005,Implementation,20398.38,20398.38,0.0,Paid,REG-02
INV-014315,2026-06-26,2026-08-25,CUS-01601,DEP-004,Product Sales,7008.36,0.0,7008.36,Overdue,REG-07
INV-014543,2026-06-26,2026-08-10,CUS-00020,DEP-002,Implementation,41178.65,41178.65,0.0,Paid,REG-03
INV-000330,2026-06-27,2026-07-27,CUS-01167,DEP-006,Subscription,31039.76,0.0,31039.76,Pending,REG-02
INV-000603,2026-06-27,2026-07-27,CUS-00168,DEP-008,Other Revenue,21332.15,0.0,21332.15,Overdue,REG-07
INV-003239,2026-06-27,2026-07-27,CUS-01537,DEP-005,Other Revenue,52941.6,52941.6,0.0,Paid,REG-08
INV-006136,2026-06-27,2026-07-27,CUS-01400,DEP-010,Support,13384.4,0.0,13384.4,Overdue,REG-01
INV-006144,2026-06-27,2026-07-27,CUS-01971,DEP-001,Consulting,8090.06,6588.29,1501.77,Partially Paid,REG-03
INV-006927,2026-06-27,2026-08-26,CUS-00193,DEP-008,Consulting,7395.5,7395.5,0.0,Paid,REG-07
INV-006940,2026-06-27,2026-08-26,CUS-01788,DEP-008,Consulting,4750.98,4750.98,0.0,Paid,REG-03
INV-008232,2026-06-27,2026-07-12,CUS-00016,DEP-007,Implementation,10647.45,10647.45,0.0,Paid,REG-04
INV-009037,2026-06-27,2026-07-27,CUS-01132,DEP-004,Product Sales,29672.85,2967.28,26705.57,Pending,REG-03
INV-009777,2026-06-27,2026-08-26,CUS-01998,DEP-006,Maintenance,38959.53,0.0,38959.53,Pending,REG-02
INV-011500,2026-06-27,2026-07-27,CUS-01224,DEP-004,Consulting,16709.04,16709.04,0.0,Paid,REG-06
INV-011657,2026-06-27,2026-07-27,CUS-01032,DEP-003,Consulting,5206.26,5206.26,0.0,Paid,REG-01
INV-012336,2026-06-27,2026-07-27,CUS-00500,DEP-002,Implementation,59623.59,0.0,59623.59,Pending,REG-02
INV-012937,2026-06-27,2026-07-27,CUS-01364,DEP-009,Maintenance,91894.09,91894.09,0.0,Paid,REG-06
INV-013012,2026-06-27,2026-07-27,CUS-00526,DEP-009,Maintenance,8200.28,8200.28,0.0,Paid,REG-04
INV-013357,2026-06-27,2026-07-12,CUS-00486,DEP-001,Other Revenue,12660.98,12660.98,0.0,Paid,REG-06
INV-014248,2026-06-27,2026-07-27,CUS-01548,DEP-003,Other Revenue,15119.69,0.0,15119.69,Pending,REG-05
INV-014364,2026-06-27,2026-07-27,CUS-01341,DEP-003,Implementation,44172.54,44172.54,0.0,Paid,REG-03
INV-014462,2026-06-27,2026-07-27,CUS-01547,DEP-001,Product Sales,22019.3,0.0,22019.3,Overdue,REG-05
INV-000087,2026-06-28,2026-07-28,CUS-00657,DEP-004,Subscription,3114.54,3114.54,0.0,Paid,REG-07
INV-000782,2026-06-28,2026-07-28,CUS-00728,DEP-006,Maintenance,17280.7,0.0,17280.7,Pending,REG-02
INV-002038,2026-06-28,2026-07-28,CUS-01733,DEP-004,Maintenance,27777.9,27777.9,0.0,Paid,REG-05
INV-002381,2026-06-28,2026-07-28,CUS-00658,DEP-008,Support,71150.58,0.0,71150.58,Pending,REG-08
INV-002754,2026-06-28,2026-07-28,CUS-01394,DEP-002,Support,32794.65,0.0,32794.65,Overdue,REG-04
INV-003463,2026-06-28,2026-08-12,CUS-01093,DEP-005,Implementation,7045.84,0.0,7045.84,Pending,REG-07
INV-003891,2026-06-28,2026-07-28,CUS-01833,DEP-001,Implementation,21080.87,21080.87,0.0,Paid,REG-03
INV-003911,2026-06-28,2026-08-12,CUS-01060,DEP-003,Implementation,6635.63,6635.63,0.0,Paid,REG-08
INV-003942,2026-06-28,2026-08-12,CUS-01354,DEP-001,Service Revenue,11879.92,8109.92,3770.0,Partially Paid,REG-05
INV-004479,2026-06-28,2026-07-28,CUS-00743,DEP-009,Other Revenue,10538.75,2107.75,8431.0,Overdue,REG-02
INV-004903,2026-06-28,2026-07-13,CUS-00386,DEP-007,Implementation,9966.02,0.0,9966.02,Pending,REG-04
INV-005077,2026-06-28,2026-07-28,CUS-00404,DEP-006,Product Sales,30904.43,0.0,30904.43,Pending,REG-07
INV-005214,2026-06-28,2026-07-28,CUS-00751,DEP-001,Consulting,10600.87,0.0,10600.87,Overdue,REG-08
INV-005609,2026-06-28,2026-08-27,CUS-00976,DEP-005,Service Revenue,8010.82,8010.82,0.0,Paid,REG-02
INV-007894,2026-06-28,2026-07-28,CUS-01377,DEP-005,Service Revenue,5247.98,5247.98,0.0,Paid,REG-04
INV-008198,2026-06-28,2026-08-27,CUS-01098,DEP-005,Product Sales,33554.87,6710.97,26843.9,Overdue,REG-01
INV-011372,2026-06-28,2026-07-28,CUS-00291,DEP-009,Implementation,8541.77,5981.85,2559.92,Partially Paid,REG-01
INV-012221,2026-06-28,2026-07-28,CUS-00625,DEP-010,Product Sales,18227.66,18227.66,0.0,Paid,REG-06
INV-013763,2026-06-28,2026-07-28,CUS-01628,DEP-004,Maintenance,16980.29,0.0,16980.29,Overdue,REG-07
INV-014163,2026-06-28,2026-07-28,CUS-00389,DEP-008,Maintenance,14404.98,0.0,14404.98,Pending,REG-05
INV-000263,2026-06-29,2026-07-14,CUS-01249,DEP-007,Maintenance,7588.45,0.0,7588.45,Pending,REG-07
INV-000309,2026-06-29,2026-07-29,CUS-01621,DEP-001,Subscription,27071.41,27071.41,0.0,Paid,REG-04
INV-000549,2026-06-29,2026-07-29,CUS-00816,DEP-009,Support,4376.0,4376.0,0.0,Paid,REG-04
INV-000628,2026-06-29,2026-07-29,CUS-01731,DEP-006,Support,13398.44,13398.44,0.0,Paid,REG-04
INV-001147,2026-06-29,2026-07-29,CUS-01119,DEP-006,Subscription,36984.79,36984.79,0.0,Paid,REG-01
INV-001901,2026-06-29,2026-07-29,CUS-01194,DEP-002,Consulting,7917.23,0.0,7917.23,Overdue,REG-03
INV-002453,2026-06-29,2026-07-29,CUS-01070,DEP-001,Other Revenue,3362.19,0.0,3362.19,Overdue,REG-03
INV-002893,2026-06-29,2026-07-29,CUS-01464,DEP-009,Other Revenue,11411.0,11411.0,0.0,Paid,REG-01
INV-004246,2026-06-29,2026-07-29,CUS-01400,DEP-001,Product Sales,30358.43,12326.06,18032.37,Partially Paid,REG-07
INV-004292,2026-06-29,2026-07-29,CUS-01515,DEP-007,Maintenance,37250.22,23608.49,13641.73,Partially Paid,REG-07
INV-005347,2026-06-29,2026-07-29,CUS-01609,DEP-003,Support,70298.01,14059.6,56238.41,Pending,REG-06
INV-006501,2026-06-29,2026-08-13,CUS-01683,DEP-002,Maintenance,6764.02,6764.02,0.0,Paid,REG-04
INV-006543,2026-06-29,2026-07-29,CUS-01083,DEP-002,Implementation,8569.96,8569.96,0.0,Paid,REG-08
INV-007075,2026-06-29,2026-07-14,CUS-00358,DEP-010,Product Sales,51090.78,51090.78,0.0,Paid,REG-01
INV-008567,2026-06-29,2026-07-29,CUS-01161,DEP-001,Implementation,59875.17,59875.17,0.0,Paid,REG-07
INV-008613,2026-06-29,2026-08-28,CUS-00566,DEP-004,Subscription,30822.81,6164.56,24658.25,Overdue,REG-04
INV-009069,2026-06-29,2026-07-29,CUS-01184,DEP-003,Service Revenue,11751.21,11751.21,0.0,Paid,REG-08
INV-009396,2026-06-29,2026-07-14,CUS-01929,DEP-007,Subscription,8607.64,0.0,8607.64,Pending,REG-04
INV-010103,2026-06-29,2026-07-29,CUS-01725,DEP-006,Service Revenue,19811.2,19811.2,0.0,Paid,REG-04
INV-011790,2026-06-29,2026-07-29,CUS-00677,DEP-006,Consulting,13423.66,13423.66,0.0,Paid,REG-06
INV-012968,2026-06-29,2026-07-14,CUS-00843,DEP-002,Subscription,4882.77,3283.87,1598.9,Partially Paid,REG-07
INV-013445,2026-06-29,2026-07-29,CUS-00154,DEP-010,Implementation,14976.64,0.0,14976.64,Overdue,REG-01
INV-013734,2026-06-29,2026-07-14,CUS-00249,DEP-002,Service Revenue,14057.33,8562.42,5494.91,Partially Paid,REG-08
INV-014206,2026-06-29,2026-07-29,CUS-00869,DEP-009,Service Revenue,5787.85,2272.26,3515.59,Partially Paid,REG-01
INV-001041,2026-06-30,2026-07-30,CUS-00877,DEP-002,Implementation,11024.54,5058.81,5965.73,Partially Paid,REG-04
INV-001181,2026-06-30,2026-07-30,CUS-00540,DEP-002,Product Sales,9701.49,9701.49,0.0,Paid,REG-02
INV-001360,2026-06-30,2026-07-30,CUS-01154,DEP-009,Support,50257.84,50257.84,0.0,Paid,REG-05
INV-002371,2026-06-30,2026-07-30,CUS-00244,DEP-001,Other Revenue,14416.86,9457.83,4959.03,Partially Paid,REG-06
INV-002895,2026-06-30,2026-08-29,CUS-00878,DEP-001,Support,38685.4,32217.19,6468.21,Partially Paid,REG-01
INV-003697,2026-06-30,2026-08-14,CUS-01576,DEP-009,Implementation,26766.65,5353.33,21413.32,Pending,REG-01
INV-005583,2026-06-30,2026-07-30,CUS-00863,DEP-010,Consulting,41900.82,33774.58,8126.24,Partially Paid,REG-02
INV-008303,2026-06-30,2026-07-30,CUS-00150,DEP-005,Maintenance,4933.31,493.33,4439.98,Pending,REG-01
INV-008397,2026-06-30,2026-07-30,CUS-00615,DEP-010,Product Sales,23789.54,23789.54,0.0,Paid,REG-04
INV-008881,2026-06-30,2026-07-30,CUS-00576,DEP-001,Implementation,42985.53,0.0,42985.53,Pending,REG-08
INV-009328,2026-06-30,2026-07-15,CUS-00563,DEP-010,Subscription,127581.32,25516.26,102065.06,Pending,REG-01
INV-009372,2026-06-30,2026-07-30,CUS-00947,DEP-003,Support,19579.16,19579.16,0.0,Paid,REG-06
INV-009891,2026-06-30,2026-07-30,CUS-00757,DEP-007,Product Sales,22914.53,2291.45,20623.08,Pending,REG-05
INV-010127,2026-06-30,2026-07-30,CUS-01976,DEP-005,Product Sales,39254.85,7850.97,31403.88,Overdue,REG-04
INV-010650,2026-06-30,2026-07-30,CUS-00185,DEP-006,Service Revenue,3994.56,0.0,3994.56,Overdue,REG-06
INV-010996,2026-06-30,2026-08-14,CUS-01924,DEP-007,Maintenance,15833.87,15833.87,0.0,Paid,REG-03
INV-011771,2026-06-30,2026-07-30,CUS-01601,DEP-008,Subscription,9840.72,5274.38,4566.34,Partially Paid,REG-01
INV-012666,2026-06-30,2026-07-30,CUS-01986,DEP-002,Subscription,7978.38,0.0,7978.38,Overdue,REG-03
INV-014450,2026-06-30,2026-07-30,CUS-01102,DEP-009,Implementation,2262.44,2262.44,0.0,Paid,REG-02
INV-000105,2026-07-01,2026-07-31,CUS-00741,DEP-001,Implementation,46893.57,0.0,46893.57,Cancelled,REG-02
INV-001007,2026-07-01,2026-07-31,CUS-01361,DEP-001,Consulting,12048.28,12048.28,0.0,Paid,REG-05
INV-002744,2026-07-01,2026-07-31,CUS-01081,DEP-007,Service Revenue,21372.88,4274.58,17098.3,Overdue,REG-01
INV-003475,2026-07-01,2026-08-15,CUS-00251,DEP-003,Subscription,13228.49,8055.88,5172.61,Partially Paid,REG-01
INV-004757,2026-07-01,2026-07-31,CUS-00152,DEP-004,Product Sales,20069.53,5162.08,14907.45,Partially Paid,REG-05
INV-005018,2026-07-01,2026-08-15,CUS-01758,DEP-005,Support,5980.91,0.0,5980.91,Cancelled,REG-07
INV-005163,2026-07-01,2026-08-30,CUS-00166,DEP-008,Product Sales,21899.17,10444.12,11455.05,Partially Paid,REG-02
INV-005732,2026-07-01,2026-07-16,CUS-00524,DEP-001,Consulting,6360.18,5168.23,1191.95,Partially Paid,REG-01
INV-006397,2026-07-01,2026-07-31,CUS-00224,DEP-008,Consulting,9327.63,9327.63,0.0,Paid,REG-08
